report_year,business_date,commerce_id,source_pos,gross_sales,discounts,voids,net_sales,transactions,generated_at
2025,2025-09-02,Commerce_01,POS_B,4816.00,273.97,47.60,4542.03,134,2026-01-09T08:45:00Z
2025,2025-09-03,Commerce_01,POS_B,5306.00,250.39,57.48,5055.61,149,2026-01-09T08:45:00Z
2025,2025-09-04,Commerce_01,POS_B,5710.00,296.54,47.84,5413.46,159,2026-01-09T08:45:00Z
2025,2025-09-05,Commerce_01,POS_B,7037.00,352.64,34.99,6684.36,197,2026-01-09T08:45:00Z
2025,2025-09-06,Commerce_01,POS_B,7834.00,392.15,59.21,7441.85,219,2026-01-09T08:45:00Z
2025,2025-09-07,Commerce_01,POS_B,4313.00,218.10,76.44,4094.90,120,2026-01-09T08:45:00Z
2025,2025-09-08,Commerce_01,POS_B,4546.00,221.59,46.64,4324.41,127,2026-01-09T08:45:00Z
2025,2025-09-09,Commerce_01,POS_B,5146.00,262.66,42.93,4883.34,144,2026-01-09T08:45:00Z
2025,2025-09-10,Commerce_01,POS_B,5696.00,279.86,63.10,5416.14,159,2026-01-09T08:45:00Z
2025,2025-09-11,Commerce_01,POS_B,5892.00,302.24,94.80,5589.76,164,2026-01-09T08:45:00Z
2025,2025-09-12,Commerce_01,POS_B,7229.00,373.06,54.35,6855.94,202,2026-01-09T08:45:00Z
2025,2025-09-13,Commerce_01,POS_B,7666.00,383.20,22.90,7282.80,214,2026-01-09T08:45:00Z
2025,2025-09-14,Commerce_01,POS_B,4316.00,230.76,79.60,4085.24,120,2026-01-09T08:45:00Z
2025,2025-09-15,Commerce_01,POS_B,4540.00,224.18,42.46,4315.82,127,2026-01-09T08:45:00Z
2025,2025-09-16,Commerce_01,POS_B,5054.00,248.52,67.52,4805.48,141,2026-01-09T08:45:00Z
2025,2025-09-17,Commerce_01,POS_B,5154.00,275.55,24.15,4878.45,143,2026-01-09T08:45:00Z
2025,2025-09-18,Commerce_01,POS_B,5981.00,285.75,68.36,5695.25,168,2026-01-09T08:45:00Z
2025,2025-09-19,Commerce_01,POS_B,7363.00,371.85,54.94,6991.15,206,2026-01-09T08:45:00Z
2025,2025-09-20,Commerce_01,POS_B,7545.00,383.75,73.20,7161.25,211,2026-01-09T08:45:00Z
2025,2025-09-21,Commerce_01,POS_B,3944.00,199.28,105.36,3744.72,110,2026-01-09T08:45:00Z
2025,2025-09-22,Commerce_01,POS_B,4635.00,254.20,32.25,4380.80,129,2026-01-09T08:45:00Z
2025,2025-09-23,Commerce_01,POS_B,4932.00,252.77,82.29,4679.23,138,2026-01-09T08:45:00Z
2025,2025-09-24,Commerce_01,POS_B,5295.00,257.95,57.96,5037.05,148,2026-01-09T08:45:00Z
2025,2025-09-25,Commerce_01,POS_B,6061.00,294.23,95.53,5766.77,170,2026-01-09T08:45:00Z
2025,2025-09-26,Commerce_01,POS_B,7321.00,369.38,64.63,6951.62,204,2026-01-09T08:45:00Z
2025,2025-09-27,Commerce_01,POS_B,7480.00,369.54,19.61,7110.46,209,2026-01-09T08:45:00Z
2025,2025-09-28,Commerce_01,POS_B,4218.00,201.33,48.77,4016.67,118,2026-01-09T08:45:00Z
2025,2025-09-29,Commerce_01,POS_B,4513.00,229.61,18.63,4283.39,126,2026-01-09T08:45:00Z
2025,2025-09-30,Commerce_01,POS_B,5147.00,267.87,41.18,4879.13,144,2026-01-09T08:45:00Z
2025,2025-10-01,Commerce_01,POS_B,5331.00,278.61,55.45,5052.39,149,2026-01-09T08:45:00Z
2025,2025-10-02,Commerce_01,POS_B,5785.00,278.46,83.97,5506.54,162,2026-01-09T08:45:00Z
2025,2025-10-03,Commerce_01,POS_B,6857.00,338.45,54.24,6518.55,192,2026-01-09T08:45:00Z
2025,2025-10-04,Commerce_01,POS_B,7316.00,351.91,30.50,6964.09,205,2026-01-09T08:45:00Z
2025,2025-10-05,Commerce_01,POS_B,3923.00,199.80,63.80,3723.20,110,2026-01-09T08:45:00Z
2025,2025-10-06,Commerce_01,POS_B,4789.00,234.75,72.77,4554.25,134,2026-01-09T08:45:00Z
2025,2025-10-07,Commerce_01,POS_B,5054.00,249.84,35.97,4804.16,141,2026-01-09T08:45:00Z
2025,2025-10-08,Commerce_01,POS_B,5171.00,260.63,37.50,4910.37,144,2026-01-09T08:45:00Z
2025,2025-10-09,Commerce_01,POS_B,5732.00,280.53,30.71,5451.47,160,2026-01-09T08:45:00Z
2025,2025-10-10,Commerce_01,POS_B,7166.00,356.81,44.15,6809.19,200,2026-01-09T08:45:00Z
2025,2025-10-11,Commerce_01,POS_B,7527.00,384.17,54.08,7142.83,210,2026-01-09T08:45:00Z
2025,2025-10-12,Commerce_01,POS_B,4309.00,191.63,40.42,4117.37,121,2026-01-09T08:45:00Z
2025,2025-10-13,Commerce_01,POS_B,4676.00,233.11,34.17,4442.89,131,2026-01-09T08:45:00Z
2025,2025-10-14,Commerce_01,POS_B,4726.00,235.30,62.55,4490.70,132,2026-01-09T08:45:00Z
2025,2025-10-15,Commerce_01,POS_B,5391.00,272.96,69.64,5118.04,151,2026-01-09T08:45:00Z
2025,2025-10-16,Commerce_01,POS_B,6206.00,324.07,30.42,5881.93,173,2026-01-09T08:45:00Z
2025,2025-10-17,Commerce_01,POS_B,6799.00,349.23,33.20,6449.77,190,2026-01-09T08:45:00Z
2025,2025-10-18,Commerce_01,POS_B,7528.00,397.03,22.29,7130.97,210,2026-01-09T08:45:00Z
2025,2025-10-19,Commerce_01,POS_B,3971.00,206.39,67.55,3764.61,111,2026-01-09T08:45:00Z
2025,2025-10-20,Commerce_01,POS_B,4500.00,213.04,53.61,4286.96,126,2026-01-09T08:45:00Z
2025,2025-10-21,Commerce_01,POS_B,4539.00,207.07,32.97,4331.93,127,2026-01-09T08:45:00Z
2025,2025-10-22,Commerce_01,POS_B,5190.00,252.47,60.04,4937.53,145,2026-01-09T08:45:00Z
2025,2025-10-23,Commerce_01,POS_B,5858.00,303.58,39.08,5554.42,163,2026-01-09T08:45:00Z
2025,2025-10-24,Commerce_01,POS_B,6726.00,338.49,81.21,6387.51,188,2026-01-09T08:45:00Z
2025,2025-10-25,Commerce_01,POS_B,7791.00,364.44,69.09,7426.56,218,2026-01-09T08:45:00Z
2025,2025-10-26,Commerce_01,POS_B,3915.00,206.32,20.50,3708.68,109,2026-01-09T08:45:00Z
2025,2025-10-27,Commerce_01,POS_B,4430.00,220.74,29.94,4209.26,124,2026-01-09T08:45:00Z
2025,2025-10-28,Commerce_01,POS_B,4814.00,242.80,38.93,4571.20,134,2026-01-09T08:45:00Z
2025,2025-10-29,Commerce_01,POS_B,5188.00,243.76,32.47,4944.24,145,2026-01-09T08:45:00Z
2025,2025-10-30,Commerce_01,POS_B,5718.00,292.58,53.92,5425.42,160,2026-01-09T08:45:00Z
2025,2025-10-31,Commerce_01,POS_B,7431.00,374.74,32.59,7056.26,208,2026-01-09T08:45:00Z
2025,2025-11-01,Commerce_01,POS_B,7673.00,405.54,58.84,7267.46,214,2026-01-09T08:45:00Z
2025,2025-11-02,Commerce_01,POS_B,4190.00,218.84,36.89,3971.16,117,2026-01-09T08:45:00Z
2025,2025-11-03,Commerce_01,POS_B,4696.00,219.57,38.43,4476.43,132,2026-01-09T08:45:00Z
2025,2025-11-04,Commerce_01,POS_B,4734.00,262.45,69.58,4471.55,132,2026-01-09T08:45:00Z
2025,2025-11-05,Commerce_01,POS_B,5447.00,260.79,67.52,5186.21,153,2026-01-09T08:45:00Z
2025,2025-11-06,Commerce_01,POS_B,5451.00,284.12,43.77,5166.88,152,2026-01-09T08:45:00Z
2025,2025-11-07,Commerce_01,POS_B,6907.00,351.99,56.28,6555.01,193,2026-01-09T08:45:00Z
2025,2025-11-08,Commerce_01,POS_B,7357.00,367.70,79.14,6989.30,206,2026-01-09T08:45:00Z
2025,2025-11-09,Commerce_01,POS_B,4086.00,186.80,46.60,3899.20,115,2026-01-09T08:45:00Z
2025,2025-11-10,Commerce_01,POS_B,4629.00,262.05,25.56,4366.95,128,2026-01-09T08:45:00Z
2025,2025-11-11,Commerce_01,POS_B,4499.00,250.53,70.53,4248.47,125,2026-01-09T08:45:00Z
2025,2025-11-12,Commerce_01,POS_B,4899.00,261.63,41.72,4637.37,136,2026-01-09T08:45:00Z
2025,2025-11-13,Commerce_01,POS_B,6044.00,302.41,88.13,5741.59,169,2026-01-09T08:45:00Z
2025,2025-11-14,Commerce_01,POS_B,7256.00,353.98,37.38,6902.02,203,2026-01-09T08:45:00Z
2025,2025-11-15,Commerce_01,POS_B,6885.00,344.47,107.84,6540.53,192,2026-01-09T08:45:00Z
2025,2025-11-16,Commerce_01,POS_B,3779.00,188.61,40.02,3590.39,106,2026-01-09T08:45:00Z
2025,2025-11-17,Commerce_01,POS_B,4582.00,241.69,45.04,4340.31,128,2026-01-09T08:45:00Z
2025,2025-11-18,Commerce_01,POS_B,4826.00,243.75,40.01,4582.25,135,2026-01-09T08:45:00Z
2025,2025-11-19,Commerce_01,POS_B,4930.00,245.63,34.63,4684.37,138,2026-01-09T08:45:00Z
2025,2025-11-20,Commerce_01,POS_B,5587.00,283.02,66.67,5303.98,156,2026-01-09T08:45:00Z
2025,2025-11-21,Commerce_01,POS_B,7184.00,379.28,65.43,6804.72,200,2026-01-09T08:45:00Z
2025,2025-11-22,Commerce_01,POS_B,6927.00,333.78,43.67,6593.22,194,2026-01-09T08:45:00Z
2025,2025-11-23,Commerce_01,POS_B,4232.00,220.69,92.04,4011.31,118,2026-01-09T08:45:00Z
2025,2025-11-24,Commerce_01,POS_B,4533.00,215.09,92.99,4317.91,127,2026-01-09T08:45:00Z
2025,2025-11-25,Commerce_01,POS_B,4502.00,230.10,54.05,4271.90,126,2026-01-09T08:45:00Z
2025,2025-11-26,Commerce_01,POS_B,5185.00,263.07,42.04,4921.93,145,2026-01-09T08:45:00Z
2025,2025-11-27,Commerce_01,POS_B,6045.00,310.99,41.42,5734.01,169,2026-01-09T08:45:00Z
2025,2025-11-28,Commerce_01,POS_B,6580.00,342.17,43.19,6237.83,183,2026-01-09T08:45:00Z
2025,2025-11-29,Commerce_01,POS_B,6912.00,357.25,64.06,6554.75,193,2026-01-09T08:45:00Z
2025,2025-11-30,Commerce_01,POS_B,3925.00,180.30,67.17,3744.70,110,2026-01-09T08:45:00Z
2025,2025-12-01,Commerce_01,POS_B,4528.00,214.29,42.03,4313.71,127,2026-01-09T08:45:00Z
2025,2025-12-02,Commerce_01,POS_B,4655.00,239.25,49.58,4415.75,130,2026-01-09T08:45:00Z
2025,2025-12-03,Commerce_01,POS_B,4860.00,231.29,45.18,4628.71,136,2026-01-09T08:45:00Z
2025,2025-12-04,Commerce_01,POS_B,5436.00,268.81,43.56,5167.19,152,2026-01-09T08:45:00Z
2025,2025-12-05,Commerce_01,POS_B,7135.00,365.71,27.67,6769.29,199,2026-01-09T08:45:00Z
2025,2025-12-06,Commerce_01,POS_B,6944.00,346.21,32.97,6597.79,194,2026-01-09T08:45:00Z
2025,2025-12-07,Commerce_01,POS_B,3882.00,202.39,37.01,3679.61,108,2026-01-09T08:45:00Z
2025,2025-12-08,Commerce_01,POS_B,4376.00,230.51,27.78,4145.49,122,2026-01-09T08:45:00Z
2025,2025-12-09,Commerce_01,POS_B,4399.00,217.52,24.29,4181.48,123,2026-01-09T08:45:00Z
2025,2025-12-10,Commerce_01,POS_B,4999.00,247.20,31.13,4751.80,140,2026-01-09T08:45:00Z
2025,2025-12-11,Commerce_01,POS_B,5458.00,259.78,26.37,5198.22,153,2026-01-09T08:45:00Z
2025,2025-12-12,Commerce_01,POS_B,6664.00,346.43,75.01,6317.57,186,2026-01-09T08:45:00Z
2025,2025-12-13,Commerce_01,POS_B,7354.00,363.75,31.79,6990.25,206,2026-01-09T08:45:00Z
2025,2025-12-14,Commerce_01,POS_B,4014.00,203.57,42.26,3810.43,112,2026-01-09T08:45:00Z
2025,2025-12-15,Commerce_01,POS_B,4402.00,231.87,28.10,4170.13,123,2026-01-09T08:45:00Z
2025,2025-12-16,Commerce_01,POS_B,4720.00,253.24,34.51,4466.76,131,2026-01-09T08:45:00Z
2025,2025-12-17,Commerce_01,POS_B,5221.00,257.15,76.11,4963.85,146,2026-01-09T08:45:00Z
2025,2025-12-18,Commerce_01,POS_B,5339.00,257.72,58.27,5081.28,149,2026-01-09T08:45:00Z
2025,2025-12-19,Commerce_01,POS_B,6538.00,312.48,22.04,6225.52,183,2026-01-09T08:45:00Z
2025,2025-12-20,Commerce_01,POS_B,7161.00,354.96,59.52,6806.04,200,2026-01-09T08:45:00Z
2025,2025-12-21,Commerce_01,POS_B,4082.00,197.85,27.67,3884.15,114,2026-01-09T08:45:00Z
2025,2025-12-22,Commerce_01,POS_B,4417.00,223.52,65.82,4193.48,123,2026-01-09T08:45:00Z
2025,2025-12-23,Commerce_01,POS_B,4633.00,234.35,78.78,4398.65,129,2026-01-09T08:45:00Z
2025,2025-12-24,Commerce_01,POS_B,5279.00,286.59,59.78,4992.41,147,2026-01-09T08:45:00Z
2025,2025-12-25,Commerce_01,POS_B,5466.00,260.12,47.15,5205.88,153,2026-01-09T08:45:00Z
2025,2025-12-26,Commerce_01,POS_B,6869.00,349.85,28.24,6519.15,192,2026-01-09T08:45:00Z
2025,2025-12-27,Commerce_01,POS_B,7102.00,349.12,58.48,6752.88,199,2026-01-09T08:45:00Z
2025,2025-12-28,Commerce_01,POS_B,3906.00,197.20,60.49,3708.80,109,2026-01-09T08:45:00Z
2025,2025-12-29,Commerce_01,POS_B,4202.00,194.39,97.88,4007.61,118,2026-01-09T08:45:00Z
2025,2025-12-30,Commerce_01,POS_B,4797.00,238.13,31.75,4558.87,134,2026-01-09T08:45:00Z
2025,2025-12-31,Commerce_01,POS_B,5368.00,266.97,36.48,5101.03,150,2026-01-09T08:45:00Z
2025,2025-01-01,Commerce_02,POS_B,3970.00,184.71,49.29,3785.29,111,2026-01-09T08:45:00Z
2025,2025-01-02,Commerce_02,POS_B,4475.00,227.09,87.30,4247.91,125,2026-01-09T08:45:00Z
2025,2025-01-03,Commerce_02,POS_B,5342.00,278.82,89.69,5063.18,149,2026-01-09T08:45:00Z
2025,2025-01-04,Commerce_02,POS_B,5506.00,289.43,68.39,5216.57,153,2026-01-09T08:45:00Z
2025,2025-01-05,Commerce_02,POS_B,3020.00,148.14,46.92,2871.86,84,2026-01-09T08:45:00Z
2025,2025-01-06,Commerce_02,POS_B,3446.00,179.70,40.83,3266.30,96,2026-01-09T08:45:00Z
2025,2025-01-07,Commerce_02,POS_B,3675.00,204.10,54.42,3470.90,102,2026-01-09T08:45:00Z
2025,2025-01-08,Commerce_02,POS_B,4035.00,190.24,37.14,3844.76,113,2026-01-09T08:45:00Z
2025,2025-01-09,Commerce_02,POS_B,4177.00,224.93,55.99,3952.07,116,2026-01-09T08:45:00Z
2025,2025-01-10,Commerce_02,POS_B,5301.00,269.76,32.37,5031.24,148,2026-01-09T08:45:00Z
2025,2025-01-11,Commerce_02,POS_B,5474.00,290.30,77.05,5183.70,152,2026-01-09T08:45:00Z
2025,2025-01-12,Commerce_02,POS_B,3160.00,169.16,19.13,2990.84,88,2026-01-09T08:45:00Z
2025,2025-01-13,Commerce_02,POS_B,3285.00,176.31,33.54,3108.69,91,2026-01-09T08:45:00Z
2025,2025-01-14,Commerce_02,POS_B,3707.00,157.11,51.75,3549.89,104,2026-01-09T08:45:00Z
2025,2025-01-15,Commerce_02,POS_B,3673.00,182.90,102.74,3490.10,103,2026-01-09T08:45:00Z
2025,2025-01-16,Commerce_02,POS_B,4266.00,212.72,33.20,4053.28,119,2026-01-09T08:45:00Z
2025,2025-01-17,Commerce_02,POS_B,5431.00,286.68,49.56,5144.32,151,2026-01-09T08:45:00Z
2025,2025-01-18,Commerce_02,POS_B,5521.00,265.08,45.58,5255.92,155,2026-01-09T08:45:00Z
2025,2025-01-19,Commerce_02,POS_B,3077.00,152.22,58.58,2924.78,86,2026-01-09T08:45:00Z
2025,2025-01-20,Commerce_02,POS_B,3227.00,130.41,94.20,3096.59,91,2026-01-09T08:45:00Z
2025,2025-01-21,Commerce_02,POS_B,3550.00,172.77,33.57,3377.23,99,2026-01-09T08:45:00Z
2025,2025-01-22,Commerce_02,POS_B,4065.00,199.22,69.20,3865.78,114,2026-01-09T08:45:00Z
2025,2025-01-23,Commerce_02,POS_B,4331.00,217.44,23.51,4113.56,121,2026-01-09T08:45:00Z
2025,2025-01-24,Commerce_02,POS_B,5376.00,265.20,53.00,5110.80,150,2026-01-09T08:45:00Z
2025,2025-01-25,Commerce_02,POS_B,5263.00,245.68,24.22,5017.32,148,2026-01-09T08:45:00Z
2025,2025-01-26,Commerce_02,POS_B,2896.00,141.38,52.97,2754.62,81,2026-01-09T08:45:00Z
2025,2025-01-27,Commerce_02,POS_B,3424.00,143.17,29.67,3280.83,96,2026-01-09T08:45:00Z
2025,2025-01-28,Commerce_02,POS_B,3665.00,199.14,51.24,3465.86,102,2026-01-09T08:45:00Z
2025,2025-01-29,Commerce_02,POS_B,3987.00,222.07,71.44,3764.93,111,2026-01-09T08:45:00Z
2025,2025-01-30,Commerce_02,POS_B,4204.00,216.63,51.61,3987.37,117,2026-01-09T08:45:00Z
2025,2025-01-31,Commerce_02,POS_B,5478.00,278.39,55.46,5199.61,153,2026-01-09T08:45:00Z
2025,2025-02-01,Commerce_02,POS_B,5619.00,268.32,50.77,5350.68,157,2026-01-09T08:45:00Z
2025,2025-02-02,Commerce_02,POS_B,3195.00,159.42,24.10,3035.58,89,2026-01-09T08:45:00Z
2025,2025-02-03,Commerce_02,POS_B,3426.00,168.35,55.44,3257.65,96,2026-01-09T08:45:00Z
2025,2025-02-04,Commerce_02,POS_B,3472.00,168.99,54.70,3303.01,97,2026-01-09T08:45:00Z
2025,2025-02-05,Commerce_02,POS_B,3792.00,187.41,70.49,3604.59,106,2026-01-09T08:45:00Z
2025,2025-02-06,Commerce_02,POS_B,4415.00,226.50,37.29,4188.50,123,2026-01-09T08:45:00Z
2025,2025-02-07,Commerce_02,POS_B,5153.00,246.52,83.73,4906.48,144,2026-01-09T08:45:00Z
2025,2025-02-08,Commerce_02,POS_B,5443.00,270.82,40.78,5172.18,152,2026-01-09T08:45:00Z
2025,2025-02-09,Commerce_02,POS_B,3210.00,160.71,42.97,3049.29,90,2026-01-09T08:45:00Z
2025,2025-02-10,Commerce_02,POS_B,3573.00,161.70,54.31,3411.30,100,2026-01-09T08:45:00Z
2025,2025-02-11,Commerce_02,POS_B,3761.00,189.52,91.97,3571.48,105,2026-01-09T08:45:00Z
2025,2025-02-12,Commerce_02,POS_B,3805.00,196.83,34.32,3608.17,106,2026-01-09T08:45:00Z
2025,2025-02-13,Commerce_02,POS_B,4481.00,211.87,51.71,4269.13,126,2026-01-09T08:45:00Z
2025,2025-02-14,Commerce_02,POS_B,5142.00,238.18,44.55,4903.82,144,2026-01-09T08:45:00Z
2025,2025-02-15,Commerce_02,POS_B,5313.00,288.97,47.96,5024.03,148,2026-01-09T08:45:00Z
2025,2025-02-16,Commerce_02,POS_B,3151.00,145.37,87.25,3005.63,88,2026-01-09T08:45:00Z
2025,2025-02-17,Commerce_02,POS_B,3523.00,161.37,57.34,3361.63,99,2026-01-09T08:45:00Z
2025,2025-02-18,Commerce_02,POS_B,3586.00,188.01,86.88,3397.99,100,2026-01-09T08:45:00Z
2025,2025-02-19,Commerce_02,POS_B,4201.00,210.90,55.63,3990.10,117,2026-01-09T08:45:00Z
2025,2025-02-20,Commerce_02,POS_B,4197.00,202.12,75.69,3994.88,117,2026-01-09T08:45:00Z
2025,2025-02-21,Commerce_02,POS_B,5235.00,230.71,36.10,5004.29,147,2026-01-09T08:45:00Z
2025,2025-02-22,Commerce_02,POS_B,5547.00,282.58,44.61,5264.42,155,2026-01-09T08:45:00Z
2025,2025-02-23,Commerce_02,POS_B,2961.00,137.48,83.99,2823.52,83,2026-01-09T08:45:00Z
2025,2025-02-24,Commerce_02,POS_B,3381.00,163.09,54.27,3217.91,95,2026-01-09T08:45:00Z
2025,2025-02-25,Commerce_02,POS_B,3716.00,193.52,22.56,3522.48,104,2026-01-09T08:45:00Z
2025,2025-02-26,Commerce_02,POS_B,4004.00,206.22,30.06,3797.78,112,2026-01-09T08:45:00Z
2025,2025-02-27,Commerce_02,POS_B,4433.00,219.84,27.32,4213.16,124,2026-01-09T08:45:00Z
2025,2025-02-28,Commerce_02,POS_B,5545.00,274.54,65.88,5270.46,155,2026-01-09T08:45:00Z
2025,2025-03-01,Commerce_02,POS_B,5936.00,304.85,91.58,5631.15,166,2026-01-09T08:45:00Z
2025,2025-03-02,Commerce_02,POS_B,3034.00,130.39,56.59,2903.61,85,2026-01-09T08:45:00Z
2025,2025-03-03,Commerce_02,POS_B,3387.00,179.29,86.75,3207.71,94,2026-01-09T08:45:00Z
2025,2025-03-04,Commerce_02,POS_B,3586.00,165.19,34.70,3420.81,101,2026-01-09T08:45:00Z
2025,2025-03-05,Commerce_02,POS_B,4016.00,205.33,41.84,3810.67,112,2026-01-09T08:45:00Z
2025,2025-03-06,Commerce_02,POS_B,4777.00,224.10,58.97,4552.90,134,2026-01-09T08:45:00Z
2025,2025-03-07,Commerce_02,POS_B,5719.00,290.96,52.46,5428.04,160,2026-01-09T08:45:00Z
2025,2025-03-08,Commerce_02,POS_B,5675.00,291.94,40.11,5383.06,158,2026-01-09T08:45:00Z
2025,2025-03-09,Commerce_02,POS_B,3251.00,166.21,68.42,3084.79,91,2026-01-09T08:45:00Z
2025,2025-03-10,Commerce_02,POS_B,3482.00,176.89,35.26,3305.11,97,2026-01-09T08:45:00Z
2025,2025-03-11,Commerce_02,POS_B,3769.00,173.23,43.38,3595.77,106,2026-01-09T08:45:00Z
2025,2025-03-12,Commerce_02,POS_B,4020.00,210.77,75.54,3809.23,112,2026-01-09T08:45:00Z
2025,2025-03-13,Commerce_02,POS_B,4381.00,211.46,72.09,4169.54,123,2026-01-09T08:45:00Z
2025,2025-03-14,Commerce_02,POS_B,5756.00,301.13,56.69,5454.87,160,2026-01-09T08:45:00Z
2025,2025-03-15,Commerce_02,POS_B,5453.00,271.26,85.92,5181.74,152,2026-01-09T08:45:00Z
2025,2025-03-16,Commerce_02,POS_B,3145.00,149.68,88.10,2995.32,88,2026-01-09T08:45:00Z
2025,2025-03-17,Commerce_02,POS_B,3776.00,198.48,47.56,3577.52,105,2026-01-09T08:45:00Z
2025,2025-03-18,Commerce_02,POS_B,3674.00,188.25,34.68,3485.75,103,2026-01-09T08:45:00Z
2025,2025-03-19,Commerce_02,POS_B,4161.00,204.76,88.60,3956.24,116,2026-01-09T08:45:00Z
2025,2025-03-20,Commerce_02,POS_B,4712.00,225.81,50.02,4486.19,132,2026-01-09T08:45:00Z
2025,2025-03-21,Commerce_02,POS_B,5556.00,291.04,32.99,5264.96,155,2026-01-09T08:45:00Z
2025,2025-03-22,Commerce_02,POS_B,5878.00,313.03,75.55,5564.97,164,2026-01-09T08:45:00Z
2025,2025-03-23,Commerce_02,POS_B,3037.00,136.03,42.51,2900.97,85,2026-01-09T08:45:00Z
2025,2025-03-24,Commerce_02,POS_B,3722.00,184.36,38.67,3537.64,104,2026-01-09T08:45:00Z
2025,2025-03-25,Commerce_02,POS_B,3820.00,168.25,53.54,3651.75,107,2026-01-09T08:45:00Z
2025,2025-03-26,Commerce_02,POS_B,4175.00,182.14,89.17,3992.86,117,2026-01-09T08:45:00Z
2025,2025-03-27,Commerce_02,POS_B,4541.00,236.80,79.09,4304.20,127,2026-01-09T08:45:00Z
2025,2025-03-28,Commerce_02,POS_B,5524.00,245.16,56.42,5278.84,155,2026-01-09T08:45:00Z
2025,2025-03-29,Commerce_02,POS_B,5968.00,289.41,51.93,5678.59,167,2026-01-09T08:45:00Z
2025,2025-03-30,Commerce_02,POS_B,3096.00,152.27,57.61,2943.73,87,2026-01-09T08:45:00Z
2025,2025-03-31,Commerce_02,POS_B,3524.00,190.42,62.03,3333.58,98,2026-01-09T08:45:00Z
2025,2025-04-01,Commerce_02,POS_B,3736.00,173.77,82.18,3562.23,105,2026-01-09T08:45:00Z
2025,2025-04-02,Commerce_02,POS_B,4037.00,173.54,42.55,3863.46,114,2026-01-09T08:45:00Z
2025,2025-04-03,Commerce_02,POS_B,4508.00,233.73,56.25,4274.27,126,2026-01-09T08:45:00Z
2025,2025-04-04,Commerce_02,POS_B,5715.00,280.83,84.90,5434.17,160,2026-01-09T08:45:00Z
2025,2025-04-05,Commerce_02,POS_B,6157.00,308.93,48.69,5848.07,172,2026-01-09T08:45:00Z
2025,2025-04-06,Commerce_02,POS_B,3275.00,170.98,86.71,3104.02,91,2026-01-09T08:45:00Z
2025,2025-04-07,Commerce_02,POS_B,3678.00,172.98,72.22,3505.02,103,2026-01-09T08:45:00Z
2025,2025-04-08,Commerce_02,POS_B,3719.00,180.85,39.19,3538.15,104,2026-01-09T08:45:00Z
2025,2025-04-09,Commerce_02,POS_B,4425.00,213.88,42.68,4211.12,124,2026-01-09T08:45:00Z
2025,2025-04-10,Commerce_02,POS_B,4611.00,254.44,94.77,4356.56,128,2026-01-09T08:45:00Z
2025,2025-04-11,Commerce_02,POS_B,5852.00,309.24,60.68,5542.76,163,2026-01-09T08:45:00Z
2025,2025-04-12,Commerce_02,POS_B,5677.00,284.21,56.93,5392.79,159,2026-01-09T08:45:00Z
2025,2025-04-13,Commerce_02,POS_B,3359.00,165.81,47.14,3193.19,94,2026-01-09T08:45:00Z
2025,2025-04-14,Commerce_02,POS_B,3528.00,164.48,95.92,3363.52,99,2026-01-09T08:45:00Z
2025,2025-04-15,Commerce_02,POS_B,3884.00,204.53,38.48,3679.47,108,2026-01-09T08:45:00Z
2025,2025-04-16,Commerce_02,POS_B,4318.00,210.59,75.55,4107.41,121,2026-01-09T08:45:00Z
2025,2025-04-17,Commerce_02,POS_B,4759.00,256.72,47.29,4502.28,132,2026-01-09T08:45:00Z
2025,2025-04-18,Commerce_02,POS_B,5545.00,270.52,24.09,5274.48,155,2026-01-09T08:45:00Z
2025,2025-04-19,Commerce_02,POS_B,5891.00,303.27,62.72,5587.73,164,2026-01-09T08:45:00Z
2025,2025-04-20,Commerce_02,POS_B,3052.00,143.47,50.40,2908.53,86,2026-01-09T08:45:00Z
2025,2025-04-21,Commerce_02,POS_B,3558.00,155.39,34.34,3402.61,100,2026-01-09T08:45:00Z
2025,2025-04-22,Commerce_02,POS_B,3761.00,180.14,89.79,3580.86,105,2026-01-09T08:45:00Z
2025,2025-04-23,Commerce_02,POS_B,4228.00,208.62,29.92,4019.38,118,2026-01-09T08:45:00Z
2025,2025-04-24,Commerce_02,POS_B,4393.00,220.39,63.26,4172.61,123,2026-01-09T08:45:00Z
2025,2025-04-25,Commerce_02,POS_B,5565.00,278.83,76.03,5286.17,155,2026-01-09T08:45:00Z
2025,2025-04-26,Commerce_02,POS_B,5550.00,288.94,15.89,5261.06,155,2026-01-09T08:45:00Z
2025,2025-04-27,Commerce_02,POS_B,3170.00,170.27,34.44,2999.73,88,2026-01-09T08:45:00Z
2025,2025-04-28,Commerce_02,POS_B,3767.00,209.19,40.95,3557.81,105,2026-01-09T08:45:00Z
2025,2025-04-29,Commerce_02,POS_B,3572.00,158.11,66.42,3413.89,100,2026-01-09T08:45:00Z
2025,2025-04-30,Commerce_02,POS_B,4291.00,214.58,19.93,4076.42,120,2026-01-09T08:45:00Z
2025,2025-05-01,Commerce_02,POS_B,4659.00,220.80,41.85,4438.20,131,2026-01-09T08:45:00Z
2025,2025-05-02,Commerce_02,POS_B,5900.00,298.47,49.79,5601.53,165,2026-01-09T08:45:00Z
2025,2025-05-03,Commerce_02,POS_B,6292.00,312.44,24.27,5979.56,176,2026-01-09T08:45:00Z
